	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV.5364	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus	uncultured_bacterium
ASV.5365	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	uncultured_Rhodospirillaceae
ASV.5366	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
ASV.5367	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	uncultured_bacterium
ASV.5368	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	uncultured_bacterium
ASV.5369	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomicrobium	NA
ASV.537	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_bacterium
ASV.5370	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	uncultured_bacterium
ASV.5371	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.5372	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.5373	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	uncultured_bacterium
ASV.5374	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	uncultured_marine
ASV.5375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia	NA
ASV.5376	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	uncultured_gamma
ASV.5377	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.5378	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	uncultured_marine
ASV.5379	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas_sp.
ASV.538	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	NA
ASV.5380	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured	uncultured_proteobacterium
ASV.5381	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV.5382	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade	KI89A_clade	NA
ASV.5383	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	NA
ASV.5384	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	uncultured_bacterium
ASV.5385	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales	Dadabacteriales	NA
ASV.539	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	SS1-B-02-17	SS1-B-02-17	uncultured_Lentisphaerae
ASV.54	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV.540	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV.541	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_Bacteriovorax
ASV.542	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	Thalassobius_mediterraneus
ASV.543	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_bacterium
ASV.544	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV.545	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera	Aureisphaera_salina
ASV.546	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	NA
ASV.547	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV.548	Bacteria	NA	NA	NA	NA	NA	NA
ASV.549	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.55	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	uncultured_Bacteroidetes
ASV.550	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured_bacterium
ASV.551	Bacteria	NA	NA	NA	NA	NA	NA
ASV.552	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_planctomycete
ASV.553	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.554	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_bacterium
ASV.555	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured	NA
ASV.556	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	NA
ASV.557	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Haliangium_tepidum
ASV.558	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV.559	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	BD2-3	uncultured_bacterium
ASV.56	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV.560	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	Marinifilum_sp.
ASV.561	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_Planctomyces
ASV.562	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Dasania	uncultured_bacterium
ASV.563	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV.564	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
ASV.565	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
ASV.566	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	uncultured_bacterium
ASV.567	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_delta
ASV.568	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	Parvularcula_sp.
ASV.569	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_delta
ASV.57	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	uncultured_bacterium
ASV.570	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV.571	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	uncultured	NA
ASV.572	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
ASV.573	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
ASV.574	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_planctomycete
ASV.575	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	delta_proteobacterium
ASV.576	Bacteria	Proteobacteria	Gammaproteobacteria	MBAE14	MBAE14	MBAE14	uncultured_bacterium
ASV.577	Bacteria	PAUC34f	PAUC34f	PAUC34f	PAUC34f	PAUC34f	NA
ASV.578	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_bacterium
ASV.579	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	Pseudanabaena_cf.
ASV.58	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	NA
ASV.580	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV.581	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_bacterium
ASV.582	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV.583	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.584	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_organism
ASV.585	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.586	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV.587	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV.588	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.589	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Aestuariispira	uncultured_Alphaproteobacteria
ASV.59	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganellaceae	Sodalis-like_secondary
ASV.590	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_PCC-7319	NA
ASV.591	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.592	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	NA
ASV.593	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	NA
ASV.594	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	EF100-94H03	uncultured_bacterium
ASV.595	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV.596	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_bacterium
ASV.597	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.598	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured_planctomycete
ASV.599	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	uncultured_bacterium
ASV.6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	uncultured_bacterium
ASV.60	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_bacterium
ASV.600	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter	uncultured_bacterium
ASV.601	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	NA
ASV.602	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV.603	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV.604	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV.605	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	uncultured_marine
ASV.606	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
ASV.607	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA	NA
ASV.608	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_bacterium
ASV.609	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_PCC-7002	NA
ASV.61	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV.610	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.611	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.612	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella	uncultured_bacterium
ASV.613	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.614	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA	NA
ASV.615	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV.616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	NA
ASV.617	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	uncultured	uncultured_organism
ASV.618	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	uncultured	uncultured_bacterium
ASV.619	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	uncultured	uncultured_bacterium
ASV.62	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	uncultured	NA
ASV.620	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	uncultured_organism
ASV.621	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	uncultured	NA
ASV.622	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
ASV.623	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	NA
ASV.624	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV.625	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade	SAR202_clade	NA
ASV.626	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV.627	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Pleionea	Kangiella_sp.
ASV.628	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV.629	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV.63	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV.630	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	uncultured_bacterium
ASV.631	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	uncultured_Alphaproteobacteria
ASV.632	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	uncultured_bacterium
ASV.633	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured_Bacteroidetes
ASV.634	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	uncultured	uncultured_bacterium
ASV.635	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_gamma
ASV.636	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	Caenarcaniphilales	Caenarcaniphilales	uncultured_bacterium
ASV.637	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured	NA
ASV.638	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.639	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.64	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV.640	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV.641	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV.642	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	uncultured_gamma
ASV.643	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	uncultured_bacterium
ASV.644	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	uncultured_Alphaproteobacteria
ASV.645	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_bacterium
ASV.646	Bacteria	NA	NA	NA	NA	NA	NA
ASV.647	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	uncultured	uncultured	NA
ASV.648	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	NA
ASV.649	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_planctomycete
ASV.65	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	NA
ASV.650	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV.651	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	uncultured_bacterium
ASV.652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Haematospirillum	NA
ASV.653	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV.654	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.655	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	uncultured_bacterium
ASV.656	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV.657	Bacteria	PAUC34f	PAUC34f	PAUC34f	PAUC34f	PAUC34f	uncultured_bacterium
ASV.658	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV.659	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	uncultured_bacterium
ASV.66	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV.660	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfofaba	uncultured_bacterium
ASV.661	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	uncultured_bacterium
ASV.662	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	uncultured_organism
ASV.663	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	myxobacterium_SIBN-17
ASV.664	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.665	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	uncultured_Bacteroidetes
ASV.666	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	NA
ASV.667	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV.668	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA	NA
ASV.669	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Bacteroidetes
ASV.67	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	Oleiphilus_sp.
ASV.670	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola	uncultured_bacterium
ASV.671	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3	EC3	uncultured_bacterium
ASV.672	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV.673	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV.674	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Campbellbacteria	Candidatus_Campbellbacteria	Candidatus_Campbellbacteria	uncultured_bacterium
ASV.675	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	NA
ASV.676	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.677	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_organism
ASV.678	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	uncultured_gamma
ASV.679	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA
ASV.68	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	uncultured_bacterium
ASV.680	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	NA
ASV.681	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78	uncultured_bacterium
ASV.682	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_Planctomycetales
ASV.683	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_bacterium
ASV.684	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga	Marivirga_tractuosa
ASV.685	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_bacterium
ASV.686	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella	NA
ASV.687	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible_genus_03	uncultured_bacterium
ASV.688	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	uncultured_bacterium
ASV.689	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	uncultured_marine
ASV.69	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.690	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_planctomycete
ASV.691	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfofaba	uncultured_bacterium
ASV.692	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_bacterium
ASV.693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.694	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_bacterium
ASV.695	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_Planctomyces
ASV.696	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_Flavobacteriales
ASV.697	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	uncultured_Planctomycetales
ASV.698	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	uncultured_bacterium
ASV.699	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.7	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	uncultured_Bacteroidetes
ASV.70	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera	uncultured_bacterium
ASV.700	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.701	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	NA
ASV.702	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	uncultured_bacterium
ASV.703	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV.704	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	uncultured_bacterium
ASV.705	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
ASV.706	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	uncultured_organism
ASV.707	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV.708	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV.709	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV.71	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella	NA
ASV.710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	uncultured_Alphaproteobacteria
ASV.711	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
ASV.712	Bacteria	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	uncultured_bacterium
ASV.713	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	NA
ASV.714	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_bacterium
ASV.715	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.716	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	uncultured_bacterium
ASV.717	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV.718	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	uncultured_bacterium
ASV.719	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.72	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured	uncultured_bacterium
ASV.720	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible_genus_03	uncultured_bacterium
ASV.721	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	uncultured_organism
ASV.722	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	uncultured_bacterium
ASV.723	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax	NA
ASV.724	Bacteria	NA	NA	NA	NA	NA	NA
ASV.725	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	uncultured_bacterium
